,0
"{X11=4,X13=2} => {target=A}",0.033546489889312706
"{X9=1,X15=5} => {target=A}",0.033441670883619774
"{X6=4,X12=2} => {target=A}",0.03532776324202808
"{X5=1,X10=2} => {target=A}",0.035484875497340265
"{X5=5,X10=5} => {target=A}",0.032550537874990626
"{X5=3,X13=5} => {target=A}",0.03338925978826335
"{X2=4,X4=4} => {target=A}",0.15716644524116194
"{X3=1,X11=3} => {target=A}",0.15881063055882622
"{X1=3,X12=2} => {target=A}",0.03448966983935367
"{X2=1,X12=1} => {target=A}",0.03338925978826335
"{X8=5,X10=1} => {target=A}",0.1585615858884329
"{X11=2,X12=2} => {target=A}",0.034227709913169244
"{X1=2,X11=4} => {target=A}",0.1587110158756888
"{X13=5,X15=2} => {target=A}",0.03428010402175274
"{X2=5,X14=3} => {target=A}",0.03443727997746338
"{X6=4,X11=4} => {target=A}",0.034384889053899824
"{X7=2,X8=1} => {target=A}",0.034856369145732924
"{X8=2,X13=5} => {target=A}",0.03391332296652877
"{X9=3,X10=5} => {target=A}",0.03469921867018166
"{X5=2,X11=3} => {target=A}",0.034384889053899824
"{X3=5,X7=5} => {target=A}",0.0336513046483124
"{X1=5,X7=2} => {target=A}",0.034070521217378885
"{X7=4,X12=5} => {target=A}",0.0336513046483124
"{X5=3,X11=4} => {target=A}",0.03469921867018166
"{X10=1,X15=5} => {target=A}",0.032550537874990626
"{X2=1,X6=5} => {target=A}",0.15915924850709795
"{X3=2,X9=1} => {target=A}",0.03307477092098531
"{X9=4,X11=2} => {target=A}",0.03658439374285192
"{X8=5,X10=5} => {target=A}",0.034542058639570626
"{X3=5,X4=2} => {target=A}",0.03317960479010456
"{X2=2,X10=3} => {target=A}",0.15377478122468402
"{X1=4,X3=5} => {target=A}",0.03338925978826335
"{X5=2,X8=4} => {target=A}",0.1572661257480445
"{X12=3,X15=5} => {target=A}",0.03464683305498462
"{X4=2,X9=4} => {target=A}",0.6808236672371318
"{X1=1,X4=1} => {target=A}",0.03459444637811428
"{X1=5,X2=2} => {target=A}",0.15891024099527037
"{X2=1,X12=4} => {target=A}",0.033756115160618876
"{X11=3,X13=4} => {target=A}",0.03480398671555581
"{X3=5,X15=5} => {target=A}",0.15876082374809417
"{X2=2,X11=4} => {target=A}",0.03464683305498462
"{X11=4,X13=4} => {target=A}",0.034384889053899824
"{X7=5,X13=2} => {target=A}",0.03564197819759267
"{X10=1,X14=3} => {target=A}",0.1582128787596033
"{X5=1,X8=3} => {target=A}",0.03380851882426214
"{X5=2,X15=5} => {target=A}",0.03276024383346819
"{X1=5,X10=5} => {target=A}",0.034070521217378885
"{X10=4,X13=2} => {target=A}",0.03459444637811428
"{X13=2,X15=4} => {target=A}",0.03448966983935367
{X7=4} => {target=A},0.03291751215475664
"{X2=1,X5=3} => {target=A}",0.03448966983935367
"{X9=1,X14=4} => {target=A}",0.035799071342785316
"{X6=5,X13=2} => {target=A}",0.15950781443337764
"{X8=1,X11=2} => {target=A}",0.16179709634059572
"{X5=2,X8=2} => {target=A}",0.034856369145732924
"{X3=1,X8=5} => {target=A}",0.03234081492974013
"{X4=2,X7=2} => {target=A}",0.6766309277120441
"{X5=2,X6=1} => {target=A}",0.035432505807242845
"{X4=1,X7=2} => {target=A}",0.033494080917302896
"{X2=1,X6=3} => {target=A}",0.03627029344800458
"{X1=2,X13=5} => {target=A}",0.033546489889312706
"{X5=3,X14=3} => {target=A}",0.034122918510982314
"{X8=3,X11=2} => {target=A}",0.03532776324202808
"{X1=4,X9=1} => {target=A}",0.03260296595711998
"{X2=1,X10=2} => {target=A}",0.03291751215475664
"{X5=4,X13=5} => {target=A}",0.03527539036691075
{X15=5} => {target=A},0.033546489889312706
"{X14=3,X15=4} => {target=A}",0.03443727997746338
"{X4=2,X6=2} => {target=A}",0.033860921426232114
"{X5=1,X13=4} => {target=A}",0.03464683305498462
"{X4=2,X7=5} => {target=A}",0.034751603223705387
"{X10=5,X15=5} => {target=A}",0.034070521217378885
"{X5=1,X6=3} => {target=A}",0.035799071342785316
"{X8=1,X11=1} => {target=A}",0.03496113082106723
"{X11=2,X15=5} => {target=A}",0.032131074997716697
"{X6=1,X14=3} => {target=A}",0.15577047224201762
"{X10=5,X12=2} => {target=A}",0.03448966983935367
"{X9=1,X15=4} => {target=A}",0.03464683305498462
"{X8=5,X13=4} => {target=A}",0.033546489889312706
"{X7=3,X12=1} => {target=A}",0.035170641431656144
"{X1=2,X7=3} => {target=A}",0.03234081492974013
"{X4=3,X5=2} => {target=A}",0.034542058639570626
"{X1=5,X8=1} => {target=A}",0.03417531474291243
"{X2=4,X4=2} => {target=A}",0.033494080917302896
"{X1=2,X6=1} => {target=A}",0.03228838153924423
"{X8=5,X13=3} => {target=A}",0.034227709913169244
"{X4=2,X13=3} => {target=A}",0.03323202013215422
"{X7=1,X12=2} => {target=A}",0.03359889779964922
{X7=1} => {target=A},0.034070521217378885
"{X3=1,X7=4} => {target=A}",0.034122918510982314
"{X5=1,X6=4} => {target=A}",0.03291751215475664
"{X7=4,X10=4} => {target=A}",0.03532776324202808
"{X3=2,X12=2} => {target=A}",0.03527539036691075
"{X4=2,X13=5} => {target=A}",0.03448966983935367
"{X5=4,X7=3} => {target=A}",0.03249810873118796
"{X11=2,X12=4} => {target=A}",0.03328443441253057
"{X1=5,X14=2} => {target=A}",0.03228838153924423
"{X8=1,X14=3} => {target=A}",0.6769653595815751
"{X2=2,X13=5} => {target=A}",0.03312718838638159
"{X13=2,X14=5} => {target=A}",0.03338925978826335
"{X9=5,X12=2} => {target=A}",0.033546489889312706
"{X10=3,X11=5} => {target=A}",0.034856369145732924
"{X7=4,X9=5} => {target=A}",0.03443727997746338
"{X8=5,X11=4} => {target=A}",0.031711544173351064
"{X3=3,X7=4} => {target=A}",0.03291751215475664
{X13=4} => {target=A},0.6772625601607066
"{X3=2,X5=2} => {target=A}",0.03223594708707503
"{X10=5,X12=1} => {target=A}",0.03522301643012009
"{X8=2,X10=3} => {target=A}",0.16129961746196111
"{X2=4,X12=3} => {target=A}",0.032655392977576025
"{X5=3,X8=1} => {target=A}",0.15861139694585819
{X4=5} => {target=A},0.034542058639570626
"{X8=5,X14=5} => {target=A}",0.034122918510982314
"{X11=4,X12=2} => {target=A}",0.03370371043530229
"{X8=5,X11=1} => {target=A}",0.034332497068662926
"{X4=4,X14=3} => {target=A}",0.03396572344515211
{X2=1} => {target=A},0.03428010402175274
"{X1=5,X6=3} => {target=A}",0.03312718838638159
"{X3=3,X12=2} => {target=A}",0.03270781893635876
"{X10=5,X12=5} => {target=A}",0.033546489889312706
"{X5=4,X13=2} => {target=A}",0.0336513046483124
"{X4=1,X6=3} => {target=A}",0.03538013505547212
"{X4=1,X7=4} => {target=A}",0.03401812286210216
"{X2=1,X4=4} => {target=A}",0.033860921426232114
"{X5=2,X6=3} => {target=A}",0.03428010402175274
"{X11=2,X14=1} => {target=A}",0.034751603223705387
{X2=2} => {target=A},0.15896004462098254
"{X3=5,X4=4} => {target=A}",0.03391332296652877
"{X4=1,X8=4} => {target=A}",0.03443727997746338
"{X3=3,X13=5} => {target=A}",0.03296993280517284
{X9=1} => {target=A},0.03370371043530229
"{X2=1,X10=1} => {target=A}",0.156817530024364
"{X3=4,X6=1} => {target=A}",0.03574670802272774
{X4=4} => {target=A},0.15965718390525496
"{X7=3,X9=3} => {target=A}",0.03307477092098531
"{X3=3,X15=5} => {target=A}",0.03464683305498462
"{X12=2,X13=3} => {target=A}",0.1569172253946728
"{X8=5,X10=2} => {target=A}",0.03391332296652877
"{X4=3,X13=2} => {target=A}",0.03443727997746338
"{X5=3,X8=5} => {target=A}",0.034122918510982314
"{X5=4,X8=1} => {target=A}",0.03276024383346819
{X6=2} => {target=A},0.03333684763123361
"{X14=3,X15=5} => {target=A}",0.034070521217378885
"{X6=5,X12=2} => {target=A}",0.034070521217378885
"{X5=2,X12=5} => {target=A}",0.033860921426232114
"{X1=3,X13=5} => {target=A}",0.033494080917302896
"{X4=1,X14=1} => {target=A}",0.03401812286210216
"{X4=3,X5=1} => {target=A}",0.034227709913169244
"{X2=1,X10=4} => {target=A}",0.03370371043530229
"{X8=3,X10=3} => {target=A}",0.034908750514236725
"{X2=1,X12=5} => {target=A}",0.03443727997746338
"{X1=4,X10=5} => {target=A}",0.034227709913169244
"{X2=4,X10=5} => {target=A}",0.03045254401770392
"{X10=5,X14=3} => {target=A}",0.03532776324202808
"{X11=5,X15=5} => {target=A}",0.03239324725856271
"{X9=5,X15=5} => {target=A}",0.0336513046483124
"{X8=5,X9=4} => {target=A}",0.0350658882497083
"{X5=2,X10=4} => {target=A}",0.0336513046483124
"{X1=3,X3=5} => {target=A}",0.03443727997746338
"{X8=5,X15=3} => {target=A}",0.034227709913169244
"{X10=5,X11=1} => {target=A}",0.035694343640996856
"{X3=2,X11=3} => {target=A}",0.033546489889312706
"{X5=5,X8=5} => {target=A}",0.03459444637811428
"{X3=2,X7=3} => {target=A}",0.03606087201797355
"{X2=4,X6=5} => {target=A}",0.034856369145732924
"{X7=2,X13=2} => {target=A}",0.03480398671555581
"{X7=3,X13=2} => {target=A}",0.03480398671555581
"{X6=5,X8=1} => {target=A}",0.03391332296652877
"{X3=2,X10=3} => {target=A}",0.03223594708707503
"{X1=5,X10=3} => {target=A}",0.03527539036691075
"{X1=5,X9=3} => {target=A}",0.15577047224201762
"{X3=1,X11=2} => {target=A}",0.03443727997746338
"{X9=1,X12=1} => {target=A}",0.034856369145732924
"{X11=2,X15=3} => {target=A}",0.035013510066224426
"{X12=2,X15=5} => {target=A}",0.03207863736052757
"{X7=5,X10=3} => {target=A}",0.03464683305498462
"{X1=5,X10=4} => {target=A}",0.03464683305498462
"{X2=1,X8=5} => {target=A}",0.1584619605885624
"{X3=5,X13=3} => {target=A}",0.03186887619503799
"{X9=4,X10=5} => {target=A}",0.03370371043530229
"{X1=5,X11=4} => {target=A}",0.035170641431656144
"{X1=1,X3=5} => {target=A}",0.03417531474291243
"{X12=3,X13=2} => {target=A}",0.034908750514236725
{X12=3} => {target=A},0.03328443441253057
{X14=5} => {target=A},0.034332497068662926
"{X6=2,X15=5} => {target=A}",0.034856369145732924
"{X4=1,X7=1} => {target=A}",0.03087227868334468
"{X3=5,X7=2} => {target=A}",0.03464683305498462
"{X7=2,X10=3} => {target=A}",0.035013510066224426
"{X10=2,X14=3} => {target=A}",0.03417531474291243
"{X7=3,X14=2} => {target=A}",0.15980654382207257
"{X5=2,X14=1} => {target=A}",0.034751603223705387
{X9=2} => {target=A},0.03323202013215422
"{X5=2,X11=5} => {target=A}",0.03480398671555581
"{X8=4,X13=5} => {target=A}",0.033860921426232114
"{X7=4,X8=2} => {target=A}",0.03338925978826335
"{X3=2,X8=5} => {target=A}",0.03391332296652877
"{X12=3,X14=3} => {target=A}",0.15362503592045568
"{X4=1,X9=1} => {target=A}",0.03312718838638159
"{X2=3,X10=3} => {target=A}",0.0336513046483124
"{X4=2,X10=4} => {target=A}",0.034542058639570626
"{X2=5,X10=5} => {target=A}",0.03522301643012009
"{X4=5,X11=4} => {target=A}",0.03558961169251518
"{X3=5,X15=4} => {target=A}",0.15940822947709277
"{X1=2,X4=2} => {target=A}",0.034542058639570626
{X3=2} => {target=A},0.034908750514236725
"{X2=1,X13=5} => {target=A}",0.1581132385963065
"{X1=5,X8=4} => {target=A}",0.15776446458205853
"{X2=4,X12=5} => {target=A}",0.0336513046483124
"{X1=4,X13=2} => {target=A}",0.03291751215475664
"{X4=2,X12=1} => {target=A}",0.03564197819759267
"{X2=1,X3=1} => {target=A}",0.034751603223705387
"{X2=4,X7=3} => {target=A}",0.035170641431656144
"{X3=5,X13=1} => {target=A}",0.034070521217378885
"{X2=4,X3=5} => {target=A}",0.034227709913169244
"{X10=5,X13=2} => {target=A}",0.03428010402175274
"{X2=1,X13=3} => {target=A}",0.03443727997746338
"{X5=2,X6=5} => {target=A}",0.03522301643012009
"{X6=3,X7=3} => {target=A}",0.15552110376126535
"{X10=4,X12=2} => {target=A}",0.033756115160618876
"{X4=2,X9=2} => {target=A}",0.033756115160618876
"{X6=1,X10=1} => {target=A}",0.03511826537151886
"{X1=2,X10=3} => {target=A}",0.034122918510982314
"{X3=4,X8=5} => {target=A}",0.03260296595711998
"{X11=4,X14=5} => {target=A}",0.03391332296652877
"{X2=4,X15=5} => {target=A}",0.035170641431656144
"{X2=1,X7=3} => {target=A}",0.16085179569812216
"{X8=2,X11=4} => {target=A}",0.03323202013215422
"{X2=1,X3=4} => {target=A}",0.034542058639570626
"{X5=2,X9=5} => {target=A}",0.6869583277423628
"{X8=3,X9=1} => {target=A}",0.035170641431656144
"{X2=1,X9=3} => {target=A}",0.03511826537151886
"{X14=1,X15=5} => {target=A}",0.03443727997746338
"{X4=3,X11=4} => {target=A}",0.03391332296652877
"{X10=5,X14=2} => {target=A}",0.033756115160618876
"{X8=3,X13=5} => {target=A}",0.03338925978826335
"{X11=3,X14=1} => {target=A}",0.03391332296652877
"{X13=2,X15=2} => {target=A}",0.15955760531901003
"{X2=5,X12=2} => {target=A}",0.0350658882497083
"{X1=4,X2=1} => {target=A}",0.03417531474291243
"{X4=4,X5=1} => {target=A}",0.034122918510982314
"{X2=4,X9=3} => {target=A}",0.6852243747614922
"{X1=5,X5=5} => {target=A}",0.03496113082106723
"{X5=1,X11=2} => {target=A}",0.033546489889312706
"{X3=1,X10=3} => {target=A}",0.1584121463461172
"{X9=1,X12=5} => {target=A}",0.03380851882426214
"{X4=1,X7=5} => {target=A}",0.03469921867018166
"{X10=5,X15=4} => {target=A}",0.03380851882426214
"{X2=2,X4=2} => {target=A}",0.15905964868738687
"{X5=2,X6=4} => {target=A}",0.03428010402175274
"{X2=1,X7=2} => {target=A}",0.15587021220260536
"{X5=1,X9=2} => {target=A}",0.03370371043530229
"{X2=2,X7=4} => {target=A}",0.15552110376126535
"{X3=3,X9=1} => {target=A}",0.03359889779964922
"{X8=2,X11=2} => {target=A}",0.03296993280517284
"{X6=2,X14=3} => {target=A}",0.034751603223705387
"{X7=1,X11=4} => {target=A}",0.03338925978826335
"{X5=2,X14=4} => {target=A}",0.034384889053899824
"{X5=1,X14=5} => {target=A}",0.033756115160618876
"{X5=2,X7=5} => {target=A}",0.034332497068662926
"{X5=2,X12=2} => {target=A}",0.15950781443337764
"{X11=4,X14=3} => {target=A}",0.0336513046483124
"{X4=1,X7=3} => {target=A}",0.035799071342785316
"{X5=1,X8=2} => {target=A}",0.034122918510982314
"{X8=4,X11=3} => {target=A}",0.033494080917302896
"{X1=4,X12=4} => {target=A}",0.033546489889312706
"{X5=5,X11=3} => {target=A}",0.03459444637811428
"{X7=4,X11=4} => {target=A}",0.03464683305498462
"{X1=4,X13=4} => {target=A}",0.034384889053899824
"{X1=5,X7=4} => {target=A}",0.03234081492974013
"{X7=3,X12=5} => {target=A}",0.033756115160618876
"{X5=2,X7=1} => {target=A}",0.034751603223705387
"{X4=2,X10=3} => {target=A}",0.033756115160618876
{X5=4} => {target=A},0.03522301643012009
"{X7=3,X12=4} => {target=A}",0.033546489889312706
"{X2=5,X11=3} => {target=A}",0.03270781893635876
"{X2=2,X10=5} => {target=A}",0.034384889053899824
"{X7=3,X15=4} => {target=A}",0.6818604804028933
"{X1=2,X2=4} => {target=A}",0.03522301643012009
"{X8=3,X14=3} => {target=A}",0.03380851882426214
"{X6=4,X13=5} => {target=A}",0.034122918510982314
"{X12=1,X14=3} => {target=A}",0.03428010402175274
{X11=2} => {target=A},0.032865090442667125
"{X1=5,X14=1} => {target=A}",0.15442356712898297
"{X3=4,X11=3} => {target=A}",0.03296993280517284
"{X3=5,X11=3} => {target=A}",0.033756115160618876
"{X7=3,X10=3} => {target=A}",0.03417531474291243
"{X1=5,X3=2} => {target=A}",0.03538013505547212
"{X6=5,X15=5} => {target=A}",0.15930864027411476
{X13=3} => {target=A},0.15955760531901003
"{X2=1,X14=2} => {target=A}",0.03312718838638159
"{X8=4,X15=5} => {target=A}",0.03469921867018166
"{X6=4,X11=3} => {target=A}",0.15761497407942401
"{X3=5,X6=3} => {target=A}",0.03459444637811428
"{X13=2,X14=4} => {target=A}",0.0336513046483124
"{X1=5,X2=3} => {target=A}",0.034227709913169244
"{X1=2,X5=1} => {target=A}",0.03391332296652877
"{X7=3,X11=5} => {target=A}",0.033860921426232114
"{X13=5,X14=2} => {target=A}",0.03234081492974013
"{X10=5,X13=5} => {target=A}",0.03443727997746338
"{X7=3,X11=3} => {target=A}",0.03469921867018166
"{X4=1,X10=1} => {target=A}",0.03228838153924423
"{X7=3,X9=1} => {target=A}",0.032812667668904325
"{X8=1,X15=5} => {target=A}",0.03469921867018166
"{X3=4,X11=4} => {target=A}",0.032655392977576025
"{X7=4,X13=5} => {target=A}",0.033860921426232114
"{X5=1,X15=4} => {target=A}",0.03428010402175274
"{X5=3,X11=2} => {target=A}",0.03328443441253057
"{X13=1,X15=5} => {target=A}",0.03480398671555581
"{X4=3,X12=2} => {target=A}",0.032865090442667125
"{X7=2,X13=5} => {target=A}",0.03428010402175274
"{X9=1,X10=1} => {target=A}",0.03538013505547212
"{X9=1,X11=4} => {target=A}",0.03396572344515211
"{X7=5,X8=5} => {target=A}",0.0336513046483124
"{X5=1,X7=4} => {target=A}",0.03317960479010456
"{X8=5,X12=1} => {target=A}",0.15995589418383038
{X4=2} => {target=A},0.03239324725856271
"{X10=5,X11=3} => {target=A}",0.03448966983935367
"{X7=1,X15=5} => {target=A}",0.034122918510982314
"{X2=4,X3=4} => {target=A}",0.03181643324948232
"{X4=2,X8=3} => {target=A}",0.034908750514236725
"{X5=2,X12=1} => {target=A}",0.03459444637811428
"{X7=4,X15=4} => {target=A}",0.03302235239391573
{X15=1} => {target=A},0.03391332296652877
"{X5=1,X9=4} => {target=A}",0.03239324725856271
"{X11=4,X12=4} => {target=A}",0.03228838153924423
"{X4=2,X11=2} => {target=A}",0.035013510066224426
"{X7=2,X11=4} => {target=A}",0.16025456624216677
"{X4=2,X9=3} => {target=A}",0.03276024383346819
"{X7=4,X11=2} => {target=A}",0.03459444637811428
"{X2=3,X7=4} => {target=A}",0.03333684763123361
"{X7=3,X8=2} => {target=A}",0.034122918510982314
"{X6=4,X8=5} => {target=A}",0.035013510066224426
"{X2=5,X13=5} => {target=A}",0.033756115160618876
"{X13=5,X14=5} => {target=A}",0.034227709913169244
"{X8=1,X14=1} => {target=A}",0.16060296867075696
"{X4=2,X13=4} => {target=A}",0.03401812286210216
"{X2=5,X6=1} => {target=A}",0.03249810873118796
"{X5=3,X10=5} => {target=A}",0.03396572344515211
"{X3=5,X8=5} => {target=A}",0.03333684763123361
"{X4=1,X14=3} => {target=A}",0.03611322896799126
"{X5=4,X6=1} => {target=A}",0.0350658882497083
"{X2=3,X13=5} => {target=A}",0.03532776324202808
"{X11=3,X12=3} => {target=A}",0.1599061117915844
"{X2=5,X5=2} => {target=A}",0.03333684763123361
"{X1=5,X15=2} => {target=A}",0.034332497068662926
{X8=2} => {target=A},0.034751603223705387
"{X1=3,X11=4} => {target=A}",0.03359889779964922
"{X6=1,X11=3} => {target=A}",0.033441670883619774
{X1=5} => {target=A},0.03370371043530229
"{X4=2,X10=5} => {target=A}",0.03328443441253057
"{X4=1,X8=2} => {target=A}",0.03401812286210216
"{X1=5,X5=3} => {target=A}",0.03270781893635876
"{X7=4,X10=3} => {target=A}",0.03480398671555581
"{X6=3,X12=2} => {target=A}",0.03459444637811428
"{X8=1,X15=4} => {target=A}",0.034856369145732924
"{X13=4,X15=5} => {target=A}",0.03611322896799126
"{X4=3,X8=1} => {target=A}",0.6789701448924645
"{X4=1,X15=3} => {target=A}",0.034751603223705387
"{X4=3,X7=3} => {target=A}",0.034070521217378885
"{X5=2,X11=1} => {target=A}",0.03459444637811428
"{X5=3,X15=5} => {target=A}",0.03323202013215422
"{X2=1,X5=2} => {target=A}",0.034332497068662926
{X10=1} => {target=A},0.034227709913169244
"{X6=4,X10=5} => {target=A}",0.032445678525711986
"{X10=2,X13=2} => {target=A}",0.033860921426232114
"{X8=5,X12=3} => {target=A}",0.03260296595711998
"{X3=2,X7=4} => {target=A}",0.035170641431656144
"{X6=3,X11=2} => {target=A}",0.1584121463461172
"{X7=3,X8=1} => {target=A}",0.03417531474291243
"{X7=3,X11=4} => {target=A}",0.16095131907735508
"{X6=2,X11=2} => {target=A}",0.035432505807242845
"{X7=4,X10=1} => {target=A}",0.03480398671555581
"{X10=3,X14=5} => {target=A}",0.156817530024364
"{X10=2,X11=4} => {target=A}",0.03428010402175274
